BRCA1,BRCA2,TP53,ERBB2,ESR1,PGR,MYC,PIK3CA,PTEN,EGFR,AKT1,CCND1,CDH1,RB1,CDKN2A,MDM2,KRAS,BRAF,ATM,CHEK2,MKI67,BCL2,BAX,VEGFA,label
9.4287,6.1874,10.5705,13.8127,15.2384,12.5933,10.9524,8.7238,10.3503,4.4461,11.5309,14.2207,13.711,9.39,7.3901,12.2851,10.2058,6.4448,9.9111,7.3423,10.493,12.4681,9.0873,10.7927,Cancer
7.6176,5.7644,11.1545,12.1083,12.2784,10.3761,7.9277,9.1983,11.3999,7.6771,11.6343,12.8639,14.0203,11.2134,6.5841,13.2052,11.3125,7.1678,10.2998,6.8294,4.1112,11.7372,9.9019,10.5979,Cancer
8.6259,6.8852,9.0521,12.1868,6.5086,7.8437,9.3347,8.3316,10.0611,11.0497,12.9227,11.668,13.8765,10.0534,4.6336,10.2903,10.2859,7.2796,9.1821,8.4659,10.8657,7.2255,8.9682,13.2243,Cancer
6.9075,4.3343,10.9557,12.2209,11.2505,11.0407,10.6418,7.1027,10.5738,6.3758,12.5586,12.5252,11.0427,9.2219,8.3705,9.9428,9.2675,5.5929,9.1837,7.8934,9.4824,10.0775,10.8593,9.5798,Cancer
8.8732,6.9698,11.3035,14.117,14.0021,11.811,12.0594,7.9005,10.7006,7.3889,11.92,13.3513,12.5867,10.3389,6.6758,10.346,10.156,6.9971,9.9672,7.9077,10.2205,10.5953,9.6534,10.6233,Cancer
8.5578,6.0168,10.7039,12.8702,13.8852,4.9305,7.6633,6.9567,10.3867,3.7408,13.2401,10.9897,13.031,9.444,5.7624,12.9471,10.2902,7.2641,9.555,8.0344,10.1113,8.3755,9.9255,10.1756,Cancer
8.5538,5.3285,10.6798,13.1674,14.8624,9.7389,9.2181,9.0976,10.8169,5.3687,11.6056,14.1253,13.899,9.5409,6.4197,11.4845,10.2023,8.2355,8.624,5.483,11.0227,9.9491,9.4687,10.9587,Cancer
7.6615,4.8378,10.3334,12.9672,12.9622,11.4203,8.0643,7.8631,10.2422,3.2667,12.3884,12.4916,14.487,9.2127,7.6392,11.2965,9.2343,7.3222,8.5372,6.9799,8.6493,11.6705,10.2127,10.3882,Cancer
8.7388,7.9943,11.2138,12.6629,13.134,13.4962,9.4039,9.2831,10.9114,8.4942,12.0504,13.2005,13.0783,10.5599,6.8146,11.6508,10.3526,8.1063,10.8646,6.8006,9.8181,11.3075,9.0844,10.416,Cancer
8.1232,8.4682,8.0449,15.3021,8.2008,2.59,8.5542,8.2171,11.275,8.6678,13.2641,8.0467,12.8319,7.1591,11.4639,9.989,9.6487,7.104,9.475,8.0613,11.2362,6.3036,9.8871,12.2803,Cancer
8.6769,8.767,9.1375,14.2905,5.997,9.4276,8.0121,9.0465,10.8128,11.3573,12.3319,9.369,13.6984,9.7811,6.8369,10.5198,10.0606,7.3868,11.0386,7.5208,12.2585,7.8436,8.1565,12.0927,Cancer
7.9172,5.2324,10.352,12.3761,13.4697,11.893,11.6593,8.4538,10.713,1.866,12.7501,13.9275,12.86,10.2339,7.8934,11.5214,9.9923,7.3154,9.0136,7.2077,8.1963,11.8037,8.4483,10.8701,Cancer
7.6366,5.9536,10.9224,13.6136,12.8565,13.4159,11.4546,9.051,11.3536,8.979,12.2498,14.4029,13.6258,10.5514,6.2058,10.8851,10.307,7.2239,10.0004,7.0396,9.7774,10.9033,9.3622,10.1811,Cancer
8.2481,7.1878,10.8081,12.1254,12.179,13.1506,11.9691,9.4921,11.5962,9.7125,11.6613,12.8112,11.713,10.3644,5.9659,10.7991,10.3173,8.0285,10.7174,7.8235,10.9036,11.2943,8.2557,10.4636,Cancer
9.5022,8.1493,8.4976,11.6721,7.6315,6.1901,11.6561,9.7501,8.4858,9.8127,11.4188,12.1605,13.2106,7.8333,9.6936,11.1071,10.8509,8.3494,10.1445,9.4179,12.603,10.3186,8.9226,12.3552,Cancer
8.6602,7.4663,11.0478,12.9053,15.0496,12.9976,9.2063,8.8591,11.6232,2.5371,12.0497,14.3219,13.1624,10.201,5.1338,11.3742,10.1715,6.9258,10.4721,7.4485,10.4989,12.1938,8.6096,11.4146,Cancer
9.5722,6.343,10.0967,12.862,13.2682,11.7035,10.1897,9.8398,11.15,7.8845,10.9297,15.0717,14.1138,10.0801,6.7384,12.3078,10.9322,8.4193,10.1471,7.4246,11.4409,12.0057,8.7309,10.8895,Cancer
6.8786,4.7765,10.7416,12.8567,13.6963,13.2457,11.1017,7.5155,10.4329,1.5462,12.3209,12.4492,13.0315,10.0117,6.3685,10.3845,9.0964,6.6835,9.0748,7.538,8.9317,11.6033,10.2206,11.5822,Cancer
9.0046,7.2908,8.415,13.6165,14.3405,10.0142,10.4759,10.3358,10.6276,5.9824,12.1442,14.055,14.022,9.9326,6.3141,11.3073,10.0611,7.6672,9.4415,8.2681,10.867,8.8696,8.8957,10.4287,Cancer
9.3124,8.3958,11.7706,12.1357,5.6862,4.7668,11.3967,8.6276,9.0777,9.8088,11.1662,12.8128,11.8876,10.582,9.4244,10.4822,9.7104,7.823,10.109,7.813,10.9389,7.3246,8.9024,11.8104,Cancer
9.5188,8.686,10.6294,12.9609,12.8417,12.3764,10.9207,10.5791,11.1479,7.6344,11.2346,14.8057,13.5308,9.6805,5.6916,13.862,10.7475,7.8588,10.2068,7.757,11.4991,10.9506,9.0145,10.7256,Cancer
8.6597,7.5517,10.7333,12.2539,12.7113,10.2528,9.8462,9.3797,10.9613,6.528,12.3938,13.2474,13.8276,10.5328,7.1791,12.1456,10.1732,7.6315,10.1574,7.2885,11.4845,11.3484,9.8623,10.1145,Cancer
7.2738,7.2738,11.5155,12.2486,8.2706,7.6715,11.8871,9.5804,10.2037,9.1646,11.4945,11.0666,12.5247,8.8335,9.3246,10.6427,10.3285,7.5117,8.7925,8.0539,11.9328,9.9562,9.3933,12.4283,Cancer
7.454,5.6314,10.8681,11.7899,9.8538,9.056,12.3149,9.2329,11.1929,10.1095,11.5262,11.6334,12.5675,10.4848,5.555,10.7928,10.0941,6.6971,10.3973,7.6318,7.5278,10.2107,8.5279,9.8744,Normal
8.0192,5.1172,9.4355,9.1147,9.6887,7.7089,10.3972,10.9977,12.8953,11.7174,11.1312,13.11,2.9675,10.709,4.3407,10.9382,10.0273,8.1994,11.0135,5.9447,5.4835,11.7574,7.1359,11.1807,Normal
7.4207,7.6141,10.5129,15.3337,10.709,9.0948,10.3926,8.7304,11.2616,7.7846,12.2233,12.9665,13.3543,10.4978,6.0864,10.3926,10.5204,6.0314,8.53,7.2545,12.0151,10.2136,9.3142,11.8186,Cancer
8.3238,5.4325,10.5286,13.2442,15.2033,10.4286,11.045,8.9568,10.8749,7.4109,12.8187,14.2692,12.9169,9.979,6.4516,10.6876,10.4829,7.4469,9.1074,6.423,10.1915,11.9623,8.8956,9.9709,Cancer
9.6748,7.6049,12.3388,12.4202,14.2953,11.9262,10.3496,8.1334,10.6061,5.834,12.0112,16.4326,12.9764,8.9212,4.7962,11.6003,10.59,7.8667,9.5092,6.816,11.1754,11.6377,9.7833,9.5932,Cancer
9.3715,8.721,12.137,12.4319,6.4666,3.5257,11.3636,9.5959,10.0736,8.7312,11.1817,8.8742,13.0375,8.3938,10.5649,10.7912,10.6246,7.8263,9.451,8.9565,11.6681,8.6516,9.4944,11.369,Cancer
9.3463,3.3054,10.5883,13.3994,14.0642,9.5248,8.4088,6.9499,9.6548,1.4737,12.8323,14.1286,12.6332,8.334,8.0184,11.0551,9.8536,6.4215,8.6449,8.8533,10.5235,9.0483,10.1603,10.4527,Cancer
7.9724,6.403,10.0965,13.6744,12.1205,10.2953,10.4227,7.97,10.3016,6.3589,12.6116,13.4317,12.5955,9.9298,7.8708,10.4526,9.7625,6.2182,10.1839,7.8302,9.3347,11.1013,10.266,11.3531,Cancer
9.1801,7.4136,10.6403,11.1346,15.4986,13.3124,10.9315,8.9635,10.9761,4.5332,12.1155,13.9545,13.4357,11.0276,6.6866,11.3925,10.4933,7.3283,10.6408,7.3603,9.8155,11.5631,8.5706,11.332,Cancer
9.3136,8.0318,10.7226,12.8505,13.64,13.1088,10.8234,10.077,11.3827,8.6532,11.2573,12.718,13.6918,10.6119,6.6662,11.4284,10.6239,7.5723,10.1557,7.639,10.9569,10.4701,8.5447,9.4324,Cancer
6.7674,4.9591,10.2741,12.3029,12.1343,10.4757,11.4303,8.2699,11.1564,7.5338,11.9795,12.4742,8.9646,10.5469,7.8276,10.8091,9.7472,6.4415,9.9493,7.0086,8.0397,10.4026,10.0685,11.7046,Cancer
7.1566,5.4841,10.3808,11.9461,11.9681,10.01,11.9747,9.641,11.9499,10.2473,11.3788,11.7373,12.6765,10.4613,6.0281,11.1848,9.8251,7.3584,10.3831,6.87,5.5887,11.3626,8.3992,10.8541,Normal
6.7594,5.4282,9.3733,11.9988,11.7867,13.0789,10.413,8.7346,11.3251,7.2518,11.3429,13.371,15.0504,9.2455,6.4837,10.6322,9.1203,7.1079,10.0289,8.4453,8.9521,11.2519,9.1607,10.1303,Cancer
9.4365,8.6023,11.3367,12.4282,13.1357,16.4794,10.6036,9.4174,11.5406,7.7773,11.4589,12.4273,9.3104,10.5764,4.3647,11.2536,10.9192,8.2617,11.1256,7.5708,11.3619,10.9537,8.9655,9.9067,Cancer
7.9268,7.1406,10.4784,12.9091,14.2869,14.124,11.4937,8.396,10.8929,7.0569,12.7911,12.607,13.0176,9.6369,5.101,11.4276,9.6908,7.0445,9.9797,7.578,10.6326,11.9199,9.0456,10.557,Cancer
9.19,7.2506,10.9143,12.7215,13.683,12.3173,10.4353,8.8866,10.7885,6.3583,12.0383,12.6991,14.2901,10.1198,5.5102,10.413,10.9791,7.3214,9.3657,7.7443,10.4235,9.6039,8.8149,11.6994,Cancer
10.1023,8.1966,9.695,13.3289,15.042,7.8455,11.055,9.5461,10.5455,5.1627,12.007,15.8164,12.986,10.8169,3.8878,10.9677,10.0184,8.6841,9.6939,7.7373,11.6941,11.6878,8.2703,11.4686,Cancer
7.7231,5.5844,8.7943,12.0804,6.074,3.923,9.6009,8.8903,10.5677,9.7281,14.0542,12.2152,13.8993,9.499,9.2284,10.3015,9.7768,7.5502,9.4629,7.8119,11.3818,8.1554,10.1113,12.7635,Cancer
8.9831,8.2166,9.4516,12.615,4.4041,4.8443,11.3728,9.8745,10.7518,9.997,11.0615,12.1954,13.315,10.0829,9.8948,10.7121,10.7388,7.9253,9.0035,8.7663,11.8758,7.1915,9.0256,10.8415,Cancer
7.512,7.5669,10.2912,12.5938,13.7316,7.8621,10.4925,9.3158,10.5568,8.9134,11.9837,12.5196,10.2287,10.7333,6.4943,11.0984,10.7691,7.6198,9.475,8.0282,10.7839,10.8239,8.9028,10.3722,Cancer
7.9993,7.6089,11.0179,11.4383,14.4362,4.9536,9.9342,8.477,10.1523,7.0831,12.3429,12.9761,13.6765,10.0436,9.5594,14.7857,9.5819,6.2138,8.885,8.1871,11.1754,9.641,9.5825,10.6595,Cancer
9.4521,7.4431,10.6511,10.6504,13.3006,12.1874,11.4284,8.5921,11.3184,4.0984,10.5872,14.0374,13.1929,10.271,7.213,11.2353,10.8624,6.545,9.4686,9.2428,11.1675,12.5966,9.1055,10.0323,Cancer
10.337,8.2392,9.6321,13.5507,14.0974,10.7,12.4465,9.1135,11.1244,4.916,11.9748,13.9635,13.4723,10.1777,5.2031,10.9831,11.0473,7.7951,9.258,6.506,12.5605,11.3042,9.0853,10.1431,Cancer
7.4249,6.7272,10.6739,12.5726,14.3634,11.8378,10.1126,10.0935,10.9202,8.1495,11.5507,12.6945,14.0064,10.6181,6.9313,11.0973,10.7758,7.6706,10.4794,7.3843,8.9215,11.5585,8.2784,10.7563,Cancer
7.5493,6.2565,10.6548,13.3376,11.4014,11.7722,11.2433,8.6227,10.6839,9.2868,12.1386,12.3731,13.097,10.1437,6.4297,10.7695,9.7486,7.0928,10.4295,7.1513,8.5999,10.796,8.989,10.5276,Cancer
8.0155,5.9428,10.361,13.2904,13.962,9.3898,10.807,8.3422,10.2228,6.2801,11.8183,13.4629,14.3753,10.834,8.0931,11.9842,9.2241,6.3659,9.0534,6.719,9.1093,11.2995,9.8382,10.213,Cancer
7.342,5.2713,10.312,11.7347,12.053,10.3265,11.7429,9.8651,12.1378,10.5716,11.1814,12.3689,12.2227,10.5957,6.6709,11.1125,9.8929,7.0884,10.2885,6.7781,5.6801,11.7581,7.2879,11.0408,Normal
8.2964,7.1463,11.231,12.3332,13.3387,11.1864,8.8187,8.6558,11.5889,7.1102,12.1123,12.6373,13.59,10.6947,6.7255,10.8584,10.4783,7.3975,10.1332,8.0026,9.8684,10.6837,8.7309,10.7161,Cancer
8.8355,8.2831,10.3002,12.928,13.3177,8.8102,9.9693,9.0531,10.8719,9.0881,12.2051,11.2459,13.8751,10.5039,5.2996,10.7222,10.8926,8.097,10.003,7.3406,10.3212,10.3579,9.0125,11.3779,Cancer
7.6753,8.4546,11.5135,14.2726,7.9353,4.3498,10.951,10.2232,10.9903,11.9262,12.2504,13.8358,14.6231,10.8807,4.0034,10.7106,10.5693,8.42,9.9506,9.0957,11.8669,7.1404,8.7428,13.7682,Cancer
8.0047,6.8062,10.7869,13.2556,15.4478,11.0609,8.476,8.6153,10.9326,2.1298,11.9292,13.7845,13.7028,9.9858,4.8213,11.6246,9.7253,6.9913,10.0191,7.6094,7.8639,12.0472,8.8551,12.4407,Cancer
8.8046,7.0174,9.9744,13.0812,13.3892,13.3849,9.7776,9.6368,11.2856,7.3035,11.5344,12.7032,13.3144,9.6446,6.5112,11.607,11.1504,7.6904,10.7366,7.4901,8.3641,10.9432,9.041,10.3129,Cancer
8.3187,7.1396,11.4963,12.7209,10.4609,11.0815,11.7286,9.1469,11.0238,10.6391,11.8494,12.7977,13.5529,10.4088,4.9496,10.8915,9.8258,7.322,10.5923,7.7316,10.3736,10.4273,8.8468,9.82,Normal
6.337,6.8892,9.3534,11.7377,5.3416,5.9625,11.3656,8.9901,8.9103,7.6348,12.134,11.4317,12.8662,9.0567,9.72,10.1499,9.435,8.46,9.2729,9.9776,12.4867,8.9453,10.6122,11.0466,Cancer
8.6836,7.9265,10.6135,12.7449,12.5123,13.3006,11.6611,9.3206,11.1672,9.5144,11.254,12.0637,12.0208,10.7585,4.3329,10.742,10.8048,7.8265,11.0865,7.9471,10.3871,11.2767,8.482,10.6821,Cancer
9.5391,7.4203,8.2482,11.9923,7.5079,1.3402,12.2791,9.379,8.7376,8.7641,10.8026,12.1599,13.4306,9.7697,3.3127,10.6455,9.4264,7.9371,9.506,8.3801,11.9252,8.0442,9.7616,11.8721,Cancer
9.7778,7.8709,11.3945,12.923,14.6262,10.1339,12.3629,8.9557,9.9703,5.4931,12.0762,11.5824,13.4516,10.4209,5.0541,10.7616,10.444,6.2583,8.963,8.5347,11.5983,10.9475,9.7257,9.4428,Cancer
8.159,6.611,10.9617,12.6646,13.1979,8.2313,12.4859,7.9413,10.6456,4.2427,13.1044,11.8967,13.0557,10.5172,7.3653,10.8,10.302,6.8488,9.5634,8.0012,9.6648,12.2785,9.914,11.1666,Cancer
8.1506,8.2416,10.3239,17.4773,11.3653,6.2043,8.4373,9.7009,11.4171,6.1308,12.8845,12.4592,14.2486,10.6546,6.6119,10.6154,11.0784,6.9106,8.9859,8.0822,10.7241,7.4958,8.4438,11.4404,Cancer
9.3702,9.0946,11.0099,12.9557,11.8103,10.44,10.6828,8.9028,11.0816,7.9762,11.9898,12.0034,12.3676,10.4878,5.7014,11.0415,10.6421,7.8019,9.9892,7.7014,12.3907,10.5638,9.3063,10.8958,Cancer
9.7638,7.6238,10.4027,12.8271,12.1086,10.8161,10.6432,9.371,9.8647,6.2508,11.7774,14.0004,14.6825,10.6878,6.2737,11.1507,10.2933,7.3742,10.6989,8.1786,11.1414,10.0787,8.7036,10.2771,Cancer
6.6395,4.1185,10.8043,12.3476,9.4354,8.2375,12.0651,8.3294,10.9292,8.8734,12.0303,12.0671,12.1891,9.4982,6.9346,9.9728,9.0291,5.8653,8.9749,7.5345,7.704,9.9824,9.6329,9.6684,Normal
9.3301,5.0177,10.603,13.8145,12.932,10.5267,11.0255,9.0169,10.5392,7.1687,11.9308,13.9122,13.0695,9.1772,7.4375,11.0829,9.8561,6.8053,9.1052,7.1687,10.8428,9.5271,10.0438,10.7567,Cancer
9.5954,7.6893,10.6742,14.9681,15.1203,5.26,11.8908,10.6527,10.334,6.3386,12.5776,15.1006,14.637,10.7151,7.0224,10.5178,10.2801,8.363,9.8179,8.5567,11.0366,12.0716,8.2168,12.0512,Cancer
8.4495,8.3189,10.6701,14.9758,12.1673,12.3687,11.2891,9.3563,10.9166,8.5562,11.3903,11.9139,12.5494,10.6677,7.0299,10.6141,10.3087,7.4722,11.1776,8.6757,11.2719,10.8125,8.899,10.7451,Cancer
8.4349,7.2108,11.518,12.6376,14.4719,11.7343,8.6856,8.0838,11.2028,6.1683,12.2965,13.6146,14.1429,9.8982,8.6956,11.2818,10.5263,7.1292,9.0238,8.3141,8.8889,11.2153,9.4258,9.6678,Cancer
7.291,4.9181,10.2447,14.1577,13.4204,5.2395,9.7594,8.371,10.9489,6.4477,12.382,11.9795,13.8757,10.257,7.3211,10.6353,9.5585,7.3957,9.078,8.3166,10.1389,11.8642,9.8103,11.047,Cancer
8.4074,7.8195,10.9961,11.7458,6.9327,4.5911,12.7026,9.1321,10.0859,9.6262,11.2347,10.6585,12.8823,10.1453,10.4766,11.3593,10.719,7.8756,9.3707,9.046,12.3209,8.1611,9.4409,10.4016,Cancer
8.981,8.8596,9.9319,12.6608,8.5749,6.0572,11.4678,9.5783,10.8076,10.5667,11.8238,11.493,14.1435,9.6597,10.2686,11.0831,11.2706,8.2023,10.1059,8.8509,12.5136,8.7725,9.3329,10.835,Cancer
10.1107,10.2405,9.3976,12.3471,7.2772,4.8165,12.8014,10.7455,11.2573,12.0022,12.3084,13.6597,14.2646,11.0242,1.8684,9.9435,11.5814,9.219,10.0136,8.339,12.7856,8.9488,8.4138,11.3467,Cancer
7.3639,5.9393,10.1632,12.9232,11.1163,5.807,9.8194,8.332,10.5874,6.7503,12.2645,13.1729,13.9259,9.5374,8.6703,10.4804,9.9698,6.5801,9.7097,7.7213,9.4265,8.3096,8.5482,12.343,Cancer
8.2531,7.3482,8.9259,13.0125,13.2447,8.3472,9.5815,9.3505,10.8772,7.1794,11.4943,14.2303,12.2441,10.4113,7.8168,10.6261,10.1667,7.2235,9.3163,7.3797,11.0312,9.4888,9.274,10.7091,Cancer
7.8415,7.7394,12.3078,10.2175,4.1283,2.3567,11.2224,9.3493,10.2075,15.7823,11.9897,10.5264,3.8268,9.4291,3.4453,10.5418,10.7439,5.6093,10.014,8.0124,11.8779,8.736,10.1225,11.4697,Cancer
8.9422,8.2523,10.5351,12.7922,13.8679,12.9577,9.1138,10.0841,11.6723,8.4442,11.9417,13.0207,14.4688,10.9308,6.8633,11.7039,10.3045,8.0763,10.6715,7.3541,10.5363,11.4071,8.1884,10.3945,Cancer
7.6799,7.5811,10.2187,13.3407,10.8041,8.1576,11.537,9.8813,11.8382,10.0126,11.9958,11.7698,11.2036,10.4674,7.1953,10.9758,10.6938,7.9412,10.5995,6.8998,9.6992,10.1645,9.4982,10.4204,Cancer
7.3734,5.468,9.8191,12.1399,14.7137,13.1637,11.2305,8.1417,9.7737,4.2577,12.4679,12.5297,14.5296,10.2313,6.2939,10.7451,10.4075,7.1531,9.7865,7.3912,8.6433,11.0549,10.3431,11.1356,Cancer
8.0812,6.4068,10.6123,12.6337,12.0923,12.6778,11.209,9.7744,11.726,10.7384,11.6797,12.2482,14.1435,10.3306,4.6485,11.3071,9.9167,8.0966,10.9402,7.2439,8.4223,11.3982,8.2182,10.1717,Normal
8.4602,7.1394,10.565,12.5502,12.8253,12.7181,11.3026,8.3953,11.2985,5.8889,12.1877,13.895,12.0843,10.9083,4.4732,11.3476,10.5685,7.6384,10.3452,7.1249,10.6331,11.9878,9.0807,10.8137,Cancer
8.5505,7.2161,10.7095,12.4787,5.6902,3.2386,8.6353,8.9702,10.434,6.7974,12.9889,10.9764,8.7563,9.8226,5.0519,10.8011,9.9725,7.2109,10.8083,8.3342,11.8179,10.6629,9.9264,9.4234,Cancer
7.9177,5.5315,10.5906,13.3646,11.7336,11.0435,11.6269,7.7383,10.6164,6.0455,12.1295,15.3444,9.5983,9.9846,6.9802,10.4363,10.1238,6.3034,8.7253,7.7328,10.0932,11.4056,9.9485,10.3084,Cancer
8.1683,6.0159,10.9628,12.5338,13.4753,12.546,10.5259,9.0745,12.7191,6.1799,11.8734,12.0014,10.6289,10.4321,6.8437,11.3547,10.7227,7.016,10.1794,7.3455,9.4402,12.3199,8.6124,10.2784,Cancer
7.1259,6.1076,10.9129,12.8286,11.7869,11.0779,12.6504,9.6605,11.7921,10.5796,11.8827,12.7996,12.4367,10.5591,6.6661,11.3079,10.5362,7.8122,10.0739,6.7937,7.9731,10.1903,8.675,11.6144,Cancer
7.6733,6.5838,10.7174,12.3067,14.9757,12.2974,10.3615,9.1032,10.111,8.6872,12.7199,13.3879,13.7034,10.3954,5.2545,11.4781,9.3659,7.7442,9.6274,7.5611,10.3108,11.1386,9.0226,10.0905,Cancer
9.1001,6.8546,8.2023,13.1276,14.7859,11.7186,12.0885,8.8289,10.4765,5.5702,12.0282,11.143,14.1452,9.0061,9.0433,10.6928,9.5474,7.192,8.8597,8.1871,11.3162,10.6838,9.5974,9.928,Cancer
7.5132,6.8439,9.1583,12.129,13.6707,11.7715,11.1035,9.1146,10.8402,6.4923,12.203,13.0414,13.7499,9.7964,6.6715,10.7624,10.3002,7.4675,9.5517,7.5415,10.1267,10.2563,8.8636,11.2787,Cancer
9.6307,7.4955,10.9333,12.8086,13.1047,9.8027,10.4359,8.9503,10.4995,6.0413,12.6418,10.0464,13.2115,7.5739,9.7368,11.1937,9.8478,6.8861,7.9736,7.543,11.7884,9.076,10.2553,9.8666,Cancer
8.3582,6.4228,10.5711,10.7607,13.6126,8.427,12.3523,7.919,11.308,7.5073,12.5077,13.3561,13.1444,9.4513,7.895,10.5799,9.3487,6.9908,9.3794,8.7824,12.3335,10.5247,9.5093,10.0848,Cancer
9.7749,8.516,11.1946,13.0795,12.8601,12.0509,10.9493,9.8156,11.1722,8.0096,11.4567,14.2316,13.1704,10.7615,5.8614,11.7425,11.4307,8.5071,10.2119,6.9898,11.818,11.1689,8.5126,10.0983,Cancer
8.3382,6.0736,10.2668,13.0632,14.5526,8.4552,10.1708,9.2401,11.2823,8.5683,11.7848,15.0826,12.1326,10.3303,5.662,10.8083,10.2127,7.1833,9.5194,7.3848,9.4448,11.3392,9.1536,10.2883,Cancer
8.4301,8.1507,11.6654,12.0953,10.2769,7.3871,12.1651,9.3076,11.4334,9.3231,11.6358,11.6699,12.9776,9.6378,10.5211,10.7072,10.0336,7.473,10.5654,7.9803,11.7445,10.7718,9.4937,9.9134,Cancer
9.8597,8.3319,10.2804,13.3371,13.0825,7.4974,12.1686,9.2418,10.5842,6.698,12.0627,14.634,15.3921,10.8716,6.1584,11.1601,10.2552,7.672,9.8846,7.0845,11.5818,11.7763,9.9003,9.5962,Cancer
7.9517,7.3004,10.5232,10.3704,13.2364,10.1173,8.5261,8.3704,11.0319,6.2061,12.6145,11.9626,13.8483,9.4973,8.4467,11.1038,10.4294,7.0795,10.3039,7.8566,11.8869,9.2115,9.1144,10.3946,Cancer
9.8436,10.0316,7.9263,12.2089,14.7839,14.2015,10.883,9.9336,12.262,7.5752,11.1019,14.1821,12.826,11.2977,5.1712,11.8578,11.6626,8.5702,10.6405,7.9244,12.3177,11.8844,7.8785,10.313,Cancer
7.5231,6.5807,10.4415,11.7889,12.5747,12.5913,9.9265,8.8586,12.1769,7.0698,12.8968,13.8083,11.8184,10.0432,7.3703,10.7733,10.7097,7.6896,9.0516,7.2725,10.9626,10.8943,9.7057,11.0595,Cancer
7.7999,6.3578,10.6725,12.7061,12.2022,11.4403,12.5149,9.761,11.5709,10.931,11.4165,11.716,13.6364,10.3961,5.149,10.8273,9.6111,8.1195,11.0125,7.1139,7.0655,11.4785,7.8476,10.636,Normal
7.938,4.9428,9.406,9.295,9.5815,8.889,9.3986,10.6229,12.9161,11.4932,11.0652,12.3651,10.002,10.8343,4.7282,10.7906,10.057,8.1052,10.7779,4.9245,4.8684,12.0938,6.7136,11.0447,Normal
8.1517,7.1307,10.6377,16.0396,10.3468,10.1851,9.3383,8.5802,11.4525,3.7285,12.4051,13.2545,14.0973,9.7469,5.2798,11.1147,10.0533,6.2406,9.5952,7.7895,11.3847,8.9243,9.505,11.6981,Cancer
8.8016,7.189,11.0479,12.0046,14.9583,11.3555,10.9804,9.2986,9.9506,4.6219,11.5139,11.883,13.4736,11.3907,8.845,12.3027,10.0621,7.2069,9.8548,8.9899,9.5588,12.0756,8.6069,11.3558,Cancer
7.82,5.91,10.9369,13.2045,14.8621,11.3163,10.4177,9.2693,11.3727,6.7159,11.8062,12.5611,12.8841,10.0857,6.9561,10.3876,10.0215,7.3471,10.5388,7.0022,9.1403,10.781,8.9716,11.2661,Cancer
9.3903,7.8541,10.873,11.8713,7.7693,4.7777,8.883,9.504,9.7948,10.1701,12.5055,10.1979,12.7078,9.1014,10.0986,10.7444,10.3815,7.8496,10.0499,8.4788,11.7361,8.0861,9.1727,11.2754,Cancer
8.5033,7.4343,10.5542,13.097,12.2585,13.9177,11.3893,9.4638,11.4262,8.5837,12.1052,13.464,13.67,10.4939,6.5427,11.4643,10.125,7.8372,10.4003,7.7106,10.7788,12.0183,8.931,11.3657,Cancer
9.0144,7.3563,11.3015,13.0956,15.0727,9.0481,9.5926,8.8557,11.605,7.0872,11.9976,14.0621,13.4799,10.7915,6.445,11.2252,11.0,8.163,9.6221,7.8372,10.7161,10.1897,8.5189,11.0439,Cancer
9.7793,8.0604,12.3217,12.1292,7.6375,2.1237,12.9049,9.5709,9.6789,9.4389,11.9547,7.7863,12.9927,8.2617,11.9988,10.3864,9.9039,7.2585,8.8136,8.2867,11.5786,8.6265,10.3685,10.7082,Cancer
9.3483,5.9447,8.2832,12.5869,12.12,9.7252,13.1879,7.2162,11.0116,2.1607,11.5521,11.8225,12.9725,8.5913,8.583,10.3084,8.5274,7.3366,8.6795,9.7884,11.2903,6.8564,9.841,10.2264,Cancer
7.7546,6.7593,10.8348,11.636,11.3385,10.393,11.6802,10.1609,12.1624,10.7068,11.12,12.5736,12.8986,10.736,5.3515,11.0529,10.0095,7.8065,10.6596,7.1225,8.0756,11.1153,8.17,10.1965,Normal
9.4494,8.7816,11.0414,16.2043,11.7091,10.9679,11.2073,8.8797,11.2373,7.0429,11.8608,13.9775,14.401,10.3469,5.2448,11.2418,10.9855,7.5962,9.4864,8.9205,12.9082,9.7761,9.5776,11.4572,Cancer
10.1245,9.7597,9.4516,12.4992,5.6206,2.421,11.4436,9.8151,10.8902,12.6192,12.4741,13.8861,13.3003,11.3533,4.2481,9.5532,10.6836,8.3964,10.5323,8.2095,12.1398,10.183,9.3704,12.4652,Cancer
8.918,7.8912,8.3265,11.2999,2.8436,2.1026,11.7467,9.0015,10.6393,8.1928,12.4793,11.6396,11.7289,9.4921,10.5446,10.3045,10.4878,8.4742,9.1903,9.4888,12.4323,7.5418,10.0288,11.7492,Cancer
8.707,7.0675,11.7795,13.2683,12.6969,12.9589,11.7634,8.7019,10.9847,8.8845,12.0081,13.7509,12.6568,10.365,7.2583,10.4248,9.91,7.629,9.9247,8.612,10.0225,11.4678,8.9572,11.2909,Cancer
8.1083,6.7227,10.9136,12.8443,13.5794,14.0614,8.5061,9.0762,10.9299,6.6305,11.9861,12.4006,12.9873,10.3969,5.98,11.2144,10.0224,7.7204,10.005,7.2042,9.5551,11.9029,9.5917,10.9807,Cancer
