BRCA1,BRCA2,TP53,ERBB2,ESR1,PGR,MYC,PIK3CA,PTEN,EGFR,AKT1,CCND1,CDH1,RB1,CDKN2A,MDM2,KRAS,BRAF,ATM,CHEK2,MKI67,BCL2,BAX,VEGFA,label
8.058,7.2076,10.7867,11.526,6.5654,7.4613,10.243,8.6989,9.9819,7.0706,11.4416,13.0891,11.1259,9.6009,7.4329,10.3246,9.4351,6.7502,10.8328,9.5243,11.0134,10.2685,10.4428,10.5141,Cancer
7.9055,6.395,11.2374,12.6129,12.6295,9.0423,10.9651,7.7982,10.75,4.2914,12.454,11.2977,9.8218,10.2647,7.221,10.7101,9.1725,7.212,9.2745,8.2671,9.6737,10.0727,10.5486,9.8387,Cancer
7.3909,5.8379,9.7137,13.2045,15.7964,7.5749,7.6234,8.788,11.2912,2.9586,11.6627,14.101,12.831,9.7641,4.3971,11.3604,9.8881,7.3404,8.7184,7.5384,8.2997,10.7697,8.9006,10.8056,Cancer
7.8679,8.475,10.4633,11.5406,8.4988,8.5312,11.2203,9.7945,11.1563,9.313,12.0709,11.4825,12.9955,10.5744,6.808,10.8885,10.0272,7.383,10.5908,8.4096,10.7741,9.3736,9.7719,10.0144,Cancer
8.3333,7.8827,11.2107,16.0005,12.2821,10.1967,11.3103,9.0913,10.9463,7.5799,13.0452,13.2975,13.8056,10.6422,6.1337,10.6567,10.5143,7.971,9.5812,7.3958,11.4962,10.886,8.9101,9.5536,Cancer
8.3063,5.8537,9.9772,12.9279,13.703,12.7529,7.947,7.0682,11.7924,5.5536,13.0575,12.8431,13.0407,9.8046,6.8274,10.9224,9.6598,7.9171,9.365,7.6548,10.3603,10.6647,9.2659,11.3372,Cancer
7.3776,6.2437,11.19,12.9709,6.2806,5.0217,10.6209,8.4442,10.8055,10.5001,12.6462,10.9265,12.3249,9.9198,10.1232,10.5858,10.3462,6.516,9.7206,7.6097,10.4039,8.8985,10.12,11.0674,Cancer
9.5445,8.4466,10.9423,13.2085,14.5739,12.2682,10.0806,9.4724,10.8121,6.5608,11.8353,14.58,14.4979,10.669,6.774,11.6363,11.04,7.6745,10.1073,7.1062,10.4199,11.5071,8.8233,10.7958,Cancer
8.5423,7.8989,10.9518,15.726,4.8335,5.9427,10.7387,9.9578,11.0253,8.7486,12.844,11.65,13.7268,8.784,8.8464,10.1207,11.1446,6.6099,9.6521,7.5535,11.3372,7.2031,8.8878,10.774,Cancer
8.172,7.2567,10.8879,11.3656,11.7478,14.6199,10.9079,9.6019,11.4292,8.3367,11.2378,13.041,12.2839,10.3433,7.3434,10.8088,10.1252,8.0634,11.0814,7.2138,10.5034,10.6937,8.8259,12.1792,Cancer
8.2881,7.9125,11.1589,11.3851,6.1093,5.9493,10.2441,9.2414,10.8801,9.2202,13.0433,12.0998,13.6763,10.2493,3.7952,10.7026,10.9157,7.7654,9.8619,8.7269,12.7434,7.9221,9.4011,12.328,Cancer
9.0095,7.0825,10.9978,12.034,13.7751,9.6649,9.6142,8.2508,10.1736,4.7876,11.8952,13.4424,14.6914,10.0664,6.6479,13.143,9.4695,7.4221,9.2518,9.0453,10.528,11.4335,9.3943,10.4522,Cancer
7.3167,5.6878,10.3693,13.6026,13.11,11.2808,11.8836,9.7234,11.1505,10.7416,11.601,11.6415,14.0221,10.2629,6.3826,10.7822,9.4439,8.4061,10.3748,6.8831,6.1124,11.9948,8.238,10.8574,Normal
8.0431,5.2873,10.0834,12.294,12.2448,9.0504,10.6842,7.8411,10.2883,6.898,11.6741,13.1366,14.147,9.8364,7.6984,11.5169,9.5069,6.3437,8.9902,8.2001,10.5297,11.0936,9.411,10.5512,Cancer
4.5261,7.8565,11.1437,11.7546,6.412,4.4176,11.244,9.8822,10.4848,9.0008,11.3887,13.5141,13.2232,10.7025,8.473,11.1819,11.0658,8.225,10.3795,8.4078,9.8497,8.7971,9.7243,11.1713,Cancer
7.873,8.3325,11.3486,16.8293,7.4838,9.4196,10.8606,9.6664,11.4999,10.3208,12.5376,12.1612,13.7617,10.425,6.9339,10.5255,10.3194,7.6702,10.6462,7.661,11.8516,9.3428,8.6667,11.8409,Cancer
8.0358,7.6842,8.7377,11.6582,13.3176,12.4099,9.2961,10.8474,11.75,7.1005,11.3963,13.606,13.8232,10.5689,6.2217,11.257,11.398,6.7248,9.9451,8.1407,10.8877,10.5924,7.8188,10.8926,Cancer
10.2453,8.474,11.4176,12.2751,13.9359,12.6087,9.4671,9.6188,11.4955,6.93,12.2565,12.0548,13.3133,8.9553,6.5094,11.7206,10.7677,7.4628,10.5253,7.9138,11.8876,10.3004,9.4824,10.24,Cancer
8.653,7.3495,9.7676,13.3624,14.5165,6.3675,8.7791,8.0071,11.1661,4.8583,12.8428,14.5552,9.7366,10.1563,8.3341,11.1998,10.0772,7.22,9.2978,8.0149,10.8477,10.6591,9.3018,10.5205,Cancer
6.4547,7.3856,11.1107,12.2348,2.4477,2.1464,12.7472,9.6294,10.1945,9.1361,12.0477,8.0715,13.0068,7.6472,10.7908,10.7944,9.5811,8.0153,8.9579,8.5198,10.3088,10.5867,8.9942,11.4383,Cancer
8.1419,8.0495,10.8906,16.947,8.4086,4.942,9.8063,8.7324,11.4232,6.8209,12.0295,11.7205,13.4829,10.456,7.6715,10.3413,9.7117,7.0863,8.6452,8.3698,11.9511,7.0636,8.0233,12.1883,Cancer
10.3532,9.3353,9.7051,15.1552,14.0989,14.0632,11.0061,9.34,11.5626,4.9594,11.633,16.0206,14.2912,9.6223,5.4731,11.0098,10.4982,8.135,10.1057,8.415,13.1008,12.1474,9.3376,9.8118,Cancer
7.12,7.1801,11.9683,11.8109,14.3293,12.8845,12.0855,9.7364,10.8418,8.7697,11.8051,13.3689,13.4401,10.1698,5.7682,11.4326,9.9637,8.4383,10.4281,7.6754,9.4055,11.5558,8.782,11.0098,Cancer
7.8683,6.5724,10.8069,12.6348,11.9286,12.9566,13.0138,9.7324,11.7085,10.8036,11.4552,13.2362,13.5358,10.4932,5.1517,11.1671,9.8141,8.0722,10.7878,7.4332,9.5085,11.3662,8.4379,10.5232,Normal
8.3942,6.5352,10.0614,11.7428,9.762,8.0924,11.6746,8.6644,10.9403,7.2388,11.5385,10.6429,13.4647,9.9933,8.2271,10.3086,9.4738,6.985,9.3451,9.2878,10.8749,9.0222,10.1867,10.5111,Cancer
8.0784,6.9528,11.1689,12.649,12.8676,12.4795,10.9349,9.014,11.4427,7.0224,12.3586,13.5694,12.7827,10.0277,6.0334,11.3991,10.1958,7.7591,10.3008,7.6551,10.3385,11.5533,9.9901,10.5857,Cancer
8.2637,7.3823,9.4231,12.1281,14.824,8.0965,10.4094,9.5077,10.5076,7.9403,12.5677,14.6009,14.4537,10.068,5.6522,11.7528,9.4967,8.551,9.465,7.1114,11.1256,11.7814,7.8907,9.6828,Cancer
9.4775,6.2989,11.3166,12.5229,3.8881,2.5365,11.5059,10.4106,9.9432,10.0459,11.6691,9.7103,12.5896,7.5727,10.3275,11.3962,10.3555,7.4468,9.2483,8.5609,12.8028,5.7581,10.0626,10.6196,Cancer
8.84,7.4179,10.8891,12.9666,11.3631,9.0987,9.9702,8.5123,10.9919,7.4579,12.6025,13.5233,13.9241,10.4625,7.5162,11.0717,10.3102,7.0448,9.7289,8.2402,11.2974,11.091,9.8886,11.5746,Cancer
8.3808,7.9251,10.587,11.9764,15.0617,12.626,8.4014,9.4724,11.3464,6.4091,11.6188,14.4765,12.762,11.1748,6.3413,11.2508,11.4642,7.2121,10.9807,6.5862,10.3252,11.5091,8.2519,10.2232,Cancer
10.625,9.5002,12.2302,11.8223,15.2339,5.9126,10.9778,9.7756,10.8267,6.134,10.3604,13.7938,13.0904,10.7904,6.5346,11.3706,11.2612,9.6103,10.2293,8.5175,12.145,9.9817,8.0097,10.2173,Cancer
7.6233,7.0741,10.6358,12.7556,12.9847,6.2783,9.8482,9.3903,10.9868,8.1846,11.8373,11.9495,8.8743,10.4446,7.8875,10.5095,10.1502,7.6257,10.2518,6.8611,9.7503,9.6232,8.9074,10.9087,Cancer
7.9411,6.1381,11.2874,13.5727,11.775,11.2439,12.8277,7.3647,10.417,5.3346,12.9298,13.3957,9.2941,9.7097,7.2602,10.4308,10.456,7.506,8.5285,7.2752,10.1038,9.6723,9.9601,11.581,Cancer
8.2024,8.5939,8.3171,12.215,10.3631,8.0846,7.3578,8.4363,10.5278,6.1489,13.5204,12.0307,13.6928,10.5799,7.1128,10.9665,10.3651,6.4667,10.2684,9.2198,12.1109,8.1527,8.832,12.1305,Cancer
8.0961,6.6624,9.1083,16.3886,5.9035,4.0061,7.0889,7.4374,11.1714,14.7291,13.4026,12.1758,14.3209,9.1733,4.7239,9.3872,9.7823,6.8799,9.694,8.1545,11.8278,10.7392,9.3627,12.7382,Cancer
7.5039,5.5346,10.3349,11.5065,9.5747,11.0026,12.4972,9.951,11.477,11.192,11.4362,12.9845,12.3029,9.9679,5.0971,10.3364,9.2932,7.4232,10.5446,6.9702,7.0059,10.86,7.8399,10.4675,Normal
9.3947,7.323,10.6467,11.9042,6.3882,5.2666,11.3774,8.4861,10.103,10.0689,12.9004,10.2607,12.2658,8.1798,12.6793,10.7599,9.5401,7.1527,9.5276,8.4898,11.7111,8.3613,10.4481,10.031,Cancer
7.2744,7.0106,9.1951,12.0302,14.4759,8.4339,11.8099,8.9687,11.2902,6.6406,11.7116,13.0911,14.3174,10.4832,7.2298,10.8668,9.1456,7.7546,9.2373,7.0263,10.8375,12.2987,9.7877,11.0613,Cancer
9.9579,6.5647,10.0519,13.8861,14.4605,13.4894,11.8458,10.7006,10.9986,5.4986,11.3923,13.2294,13.7917,10.2694,7.0207,12.7058,10.902,6.8274,10.7106,8.182,10.3854,12.3696,8.6283,12.1186,Cancer
8.0994,6.5891,10.3267,13.6648,13.2481,9.4874,11.1111,9.4105,10.874,8.5061,12.0879,14.2536,13.6789,10.2982,7.1658,11.0592,10.2437,8.3334,9.7108,6.6234,10.5312,10.9738,8.9267,10.8814,Cancer
8.4962,6.3835,10.8141,12.9998,12.5517,12.4455,9.7239,9.1751,11.0383,8.5606,11.5404,13.2496,14.2074,9.8197,6.7242,10.7856,10.1306,8.002,10.0485,7.1048,9.5345,11.3643,8.9213,10.2506,Cancer
8.5933,7.2918,10.1243,16.8476,11.534,9.3077,8.4318,8.742,11.0888,6.206,12.2406,13.6684,13.9691,10.9033,6.6648,11.267,10.6604,7.5771,9.1117,7.0084,10.933,9.0269,9.2887,10.7013,Cancer
8.1386,6.2518,11.3657,12.5131,14.2869,13.0796,10.5971,8.9151,10.8078,6.2414,11.8082,13.5212,14.3036,10.2453,7.6094,10.9989,10.1082,7.1921,9.4783,6.827,8.8502,10.7131,9.2488,10.0381,Cancer
9.3994,8.689,11.1442,12.2147,12.3481,14.6503,10.6008,9.094,11.2994,7.7207,12.2385,15.1176,13.6917,10.7298,7.5499,10.8634,10.9649,7.2393,9.5574,7.6331,12.2362,9.8692,9.1819,9.8987,Cancer
10.6848,8.7545,9.1172,16.9981,13.4659,10.8158,10.6318,9.164,10.6986,10.1223,11.4387,12.498,13.2209,9.9914,6.6617,10.5539,9.6231,8.0119,10.5369,9.7416,12.3331,9.7698,8.7905,11.6951,Cancer
7.4083,6.833,10.0872,17.4937,12.4286,6.4717,8.8154,8.8921,11.4476,7.5118,12.5336,15.3877,12.5094,10.7727,6.7842,10.9956,10.817,7.1118,9.4411,7.6833,10.4213,8.5424,8.9337,10.5001,Cancer
9.0107,9.1423,10.8049,17.5109,12.644,4.2647,9.5056,8.905,11.0303,5.6854,12.4308,13.3205,13.971,10.6933,4.4346,11.0651,11.205,6.9014,9.4364,8.4823,12.3439,9.9044,8.7968,10.5048,Cancer
8.7267,8.7227,10.9689,12.7774,8.4076,5.1613,9.1446,9.6489,10.4743,10.6584,11.5327,10.8556,14.193,11.4787,6.1819,10.1396,10.3742,7.7842,11.1326,7.5454,10.1488,7.6718,8.5359,10.796,Cancer
8.0947,5.2072,9.9281,14.7169,13.9505,5.6588,10.6721,8.4967,9.9025,1.7639,12.1854,13.4689,13.016,9.0339,5.9566,10.6059,9.7019,6.7973,9.2761,6.7009,8.1984,11.0116,10.1262,11.565,Cancer
8.4718,7.3261,10.5663,12.54,12.9974,10.6675,10.3234,9.1588,11.1913,6.4314,11.0724,13.3766,8.731,10.9968,7.434,11.8637,10.6855,7.5319,10.148,7.4851,10.7148,10.8424,8.8186,10.3706,Cancer
7.3751,5.7597,10.6532,12.1118,14.0883,10.912,10.0953,8.4772,10.3955,6.1104,12.9835,12.5733,9.2756,9.0815,7.931,10.219,9.582,8.2417,8.6901,7.9715,10.2346,9.3212,9.8163,11.0682,Cancer
8.1595,5.9794,11.4774,11.8704,12.2124,5.73,7.1211,7.7868,10.0,6.5567,13.2195,12.2382,13.2845,10.4179,7.757,10.9658,10.7322,7.4698,8.8079,8.4094,9.3162,8.157,8.5316,11.3788,Cancer
8.963,8.5073,8.3322,12.688,2.8149,3.2809,11.1377,8.7836,9.7929,9.0998,10.9794,11.6505,12.1386,9.2174,9.2352,11.1191,12.2185,8.5006,10.3194,9.7219,11.0852,8.5812,9.2919,12.3435,Cancer
9.1192,7.2086,10.5288,13.3064,14.3257,6.9239,11.6703,9.3635,10.7596,7.2379,11.7757,14.2969,13.2705,10.074,7.7273,12.1112,9.849,9.2895,10.0396,7.6035,11.1426,11.9842,8.8321,10.1567,Cancer
7.6403,6.7864,10.4345,12.3749,12.1996,11.4503,10.2282,9.3781,10.8756,10.9414,12.3594,12.6347,13.5457,9.652,5.4883,10.2476,9.6201,8.2262,10.3444,7.7164,10.4499,10.3689,10.3134,13.0216,Cancer
9.5929,8.0367,10.5325,15.79,14.1621,6.5245,8.5203,8.9551,11.1538,6.9291,12.274,13.8059,14.9941,10.6084,6.6879,11.4437,10.3172,7.5296,9.8213,7.2395,11.9112,9.804,9.2507,11.1187,Cancer
8.5691,7.0136,11.3895,13.7993,13.9406,12.0271,9.8135,8.8977,10.4743,8.3677,12.0218,12.7078,13.2171,10.5606,5.5921,10.5585,9.4907,7.5279,9.9044,6.9985,9.977,10.1837,8.9406,10.1702,Cancer
8.6091,6.8343,9.636,12.8603,6.5865,5.0781,10.9999,7.9528,10.4282,10.0157,12.0918,11.7933,12.7722,8.8351,10.1829,10.2002,9.9213,6.5973,9.2333,7.6218,9.9025,7.7039,10.5017,12.1144,Cancer
6.8188,5.9349,10.816,13.6448,10.6248,7.8595,12.3654,8.5099,10.5626,8.9652,12.1876,12.6112,11.6944,9.4811,6.1113,10.3487,10.0637,6.8252,9.1483,7.7134,8.3119,9.8314,9.4059,12.2946,Cancer
8.5513,7.9235,11.5772,12.0746,12.1718,6.1088,9.9772,8.8493,10.447,5.5499,12.7118,10.8979,14.8534,9.525,7.3428,13.4261,9.2059,9.2486,8.9089,7.7946,11.2323,11.0022,9.4916,10.7239,Cancer
6.5153,4.9803,9.1521,14.0757,7.7884,4.9233,10.8173,7.4731,10.1547,8.5791,11.8137,9.9918,13.1545,9.8471,5.4526,10.43,10.2086,7.5875,9.718,8.5323,11.0527,8.3871,9.5634,13.1632,Cancer
7.9369,6.9893,10.34,12.8106,13.3111,11.245,9.5027,9.4096,11.7882,8.6926,11.9424,12.5279,13.2967,11.0096,6.9718,11.0648,10.9306,7.2446,10.2704,7.0323,9.4577,10.8125,8.3912,11.0759,Cancer
7.7787,6.5712,10.8449,12.1271,12.1126,9.5824,12.2395,9.4269,11.4566,9.9447,11.3601,12.3738,13.0565,10.7209,5.5515,11.163,9.9099,7.2577,10.4854,7.4687,8.3219,10.8345,8.6777,9.9397,Normal
8.9193,7.43,11.0483,12.6349,14.5367,14.8241,11.1145,9.0271,10.67,6.0578,12.2269,12.7006,12.425,10.1837,7.0585,11.1593,9.8915,7.553,9.7865,6.988,10.2875,9.4226,9.2415,8.8954,Cancer
8.1805,7.0956,10.324,17.6384,6.3511,6.2697,9.5066,7.7573,10.2978,8.3994,13.1035,11.8363,13.4402,9.5629,6.9261,10.0624,9.6152,6.8419,9.9315,8.0039,10.7684,8.4228,9.8314,9.6272,Cancer
8.2496,7.757,11.1495,12.8965,12.9375,12.4266,11.6663,8.9578,11.1436,7.865,12.0054,13.2526,9.175,10.7564,5.809,10.7971,11.1243,8.0541,10.1893,8.3405,11.5553,9.8542,8.9327,10.3745,Cancer
5.9093,8.3871,11.9747,11.7844,5.0103,5.1396,11.091,9.5543,11.2964,10.4843,11.267,11.2722,12.529,8.8634,10.0883,10.2358,10.6043,8.098,9.8072,7.8179,13.1315,7.4782,8.9285,11.748,Cancer
9.1179,6.3053,9.9778,12.7698,12.7309,11.3868,10.9155,9.8199,11.3434,7.3783,12.1046,13.1319,13.1595,9.6004,5.8394,11.317,10.7856,8.0236,10.0607,8.1198,12.2266,10.0127,9.3745,10.354,Cancer
7.3561,6.6822,10.4734,13.3739,12.2474,11.6632,10.7824,9.1332,9.6219,8.1634,12.7799,11.9066,9.0582,9.8243,6.1419,10.8065,10.5062,7.5221,9.9672,7.742,9.555,10.5241,9.931,10.7534,Cancer
7.6632,6.4123,10.3444,13.5627,14.1264,8.0393,11.4715,9.1898,11.173,7.9297,11.6524,13.0631,12.718,10.4437,6.4703,11.2118,10.0429,7.3772,10.1349,7.5632,8.8716,11.3781,8.6803,10.5798,Cancer
7.4612,6.185,10.4257,12.7118,12.1023,9.1497,11.9343,9.6253,11.1032,9.3483,11.7886,12.5589,11.0662,10.2642,7.1861,12.125,9.9921,7.5581,10.6345,6.4829,7.7897,12.1629,8.8312,10.6456,Cancer
8.422,7.0888,11.3248,12.5675,13.7751,12.8133,9.7568,8.3985,10.5719,5.8856,11.9257,11.4315,13.2419,10.6347,6.9577,10.4927,9.8705,7.4187,9.1636,7.2139,10.2026,10.5561,9.9279,10.237,Cancer
7.6517,5.9026,10.5768,12.6153,10.3688,9.3638,12.5023,9.7582,11.297,10.9127,11.6088,12.0128,12.6821,10.0879,5.1958,10.9225,9.6623,7.8514,10.1927,6.7058,8.3,11.2415,8.8469,10.5431,Normal
7.719,8.3242,10.4722,16.1415,10.77,11.4865,10.2106,9.1088,10.9452,8.8032,12.5853,13.3599,13.8104,9.6419,6.0277,11.1083,9.9651,7.5894,10.3029,7.5767,10.7793,10.3479,9.468,11.1965,Cancer
4.5407,7.9427,11.3907,12.7134,15.6063,9.7014,10.4066,9.0305,10.6343,7.0986,11.2591,14.4694,13.5012,9.8054,6.3125,11.4748,10.0367,8.0842,7.9567,9.0632,11.9398,10.266,9.6374,10.2615,Cancer
7.2279,4.7615,11.1492,13.8234,11.6633,8.6374,10.9014,7.1922,10.1561,4.4179,12.2565,11.5631,12.5819,8.4662,7.7033,9.8962,9.7117,5.8567,9.1861,8.2896,10.0385,9.6426,11.0549,9.2981,Cancer
9.1525,8.2984,10.9022,12.213,13.0593,10.3405,9.9996,9.249,10.7757,7.0013,12.3064,14.5927,14.7516,10.8724,5.1363,11.4023,10.5723,8.6561,9.7128,7.298,11.2541,11.065,8.8064,8.7788,Cancer
8.5584,5.8724,10.5249,13.2566,13.5751,11.2632,7.8326,8.4146,11.4315,5.9447,12.3885,13.3506,13.4723,9.8061,7.6978,11.5177,10.1165,7.8134,9.3811,6.6107,10.3739,9.6054,9.3178,10.2523,Cancer
8.7072,9.4615,11.103,17.0608,6.0634,5.2987,8.6627,10.25,11.7289,10.9183,11.6958,12.9535,13.6675,11.0993,6.7918,10.9116,10.4137,7.6301,10.51,7.0923,11.8246,7.5891,9.1129,12.9603,Cancer
9.187,8.4859,10.9888,11.0107,12.6507,11.89,9.2412,9.1961,11.908,8.2589,11.2363,12.8646,13.1609,11.2394,7.226,11.9523,11.2015,7.9619,11.1603,7.6188,10.644,10.4695,7.7607,10.1345,Cancer
7.1355,8.3064,12.3567,11.7209,6.5406,5.9267,12.3962,9.1636,10.412,9.9401,11.5699,13.0668,11.8724,8.6069,10.9611,9.6245,11.1953,7.4138,9.4334,8.3666,11.2906,7.6968,9.5131,13.6471,Cancer
8.3666,10.3976,11.0769,11.5361,14.968,6.2716,11.1314,10.2985,11.2853,7.8625,12.2647,15.3675,14.0776,10.8868,4.6628,11.9698,10.2466,10.1184,10.818,6.6539,12.3559,11.2911,7.879,8.7973,Cancer
8.6356,8.3187,9.9083,13.8619,14.6209,5.741,11.0654,10.1892,11.2364,5.4742,11.5658,14.4572,13.7069,9.9537,6.7236,11.3849,10.2536,8.9654,9.8917,8.0928,12.0578,11.3735,8.1498,9.9041,Cancer
8.2061,6.6626,11.45,11.4483,7.0869,4.9858,12.1775,8.918,10.2997,8.389,11.1372,12.9186,11.5141,9.2466,10.7273,10.2845,10.0491,6.7755,11.4924,7.6973,11.7634,10.1615,9.6399,9.4296,Cancer
5.8204,7.4021,11.1921,11.6357,6.1569,1.386,11.7726,8.8762,8.6859,9.3407,11.755,12.0602,12.1229,10.0302,10.5797,10.1961,9.1099,7.6973,9.0275,8.49,11.3453,7.9869,9.6739,10.859,Cancer
8.1755,5.9707,10.5092,12.6797,13.1807,11.296,10.7833,7.3755,10.0165,6.9921,12.549,12.7514,10.6795,9.2439,7.1352,9.9364,10.3541,7.0163,8.5336,7.5431,10.2081,9.6886,10.0686,9.795,Cancer
6.681,5.0597,9.7556,13.6558,13.5617,4.7156,10.8757,6.8486,8.9685,3.4066,13.0308,11.0361,9.1099,9.0381,7.5626,9.7343,8.8344,6.4994,7.4792,7.6704,8.8439,10.5665,10.9642,9.9,Cancer
9.0912,7.5382,8.1845,11.429,4.1049,3.6328,12.5839,9.0011,12.0459,10.1985,11.5504,10.9528,13.8485,9.2115,10.1151,10.8456,10.5249,8.0763,9.0079,9.4443,12.5825,11.6811,9.1457,12.2971,Cancer
8.9977,7.2859,11.5386,12.2251,14.047,13.123,12.6409,8.4602,10.0638,4.3928,11.4947,15.5795,8.6518,10.2146,5.611,11.0134,9.9084,6.9819,9.5345,8.6505,10.8437,11.1235,9.8279,11.1254,Cancer
8.7154,8.4882,10.6123,13.2813,13.2814,11.1301,10.1848,10.0496,11.448,8.5735,10.7169,12.2759,10.9226,10.9758,6.2881,10.9002,11.1927,8.0444,10.7924,8.3205,11.6543,10.964,8.8363,10.5763,Cancer
7.4359,6.0222,10.6591,13.8096,13.3614,6.165,11.9022,8.1815,10.4612,6.1189,12.7727,14.6249,9.3933,9.9257,7.4017,11.5579,9.8347,6.5451,8.6991,7.4729,8.3897,12.2309,9.6135,11.3854,Cancer
9.2969,1.4476,10.9504,12.054,4.2801,2.9838,9.1445,8.8713,7.0787,7.3109,11.4267,7.8911,12.483,6.2671,9.591,11.273,9.6423,6.7717,9.3803,8.6431,12.5134,9.2574,9.8676,10.5779,Cancer
9.7629,7.6658,10.5654,11.6817,15.2228,12.5661,9.4362,9.3344,11.0636,7.0375,11.7244,9.4272,14.3929,8.5739,8.3736,11.2252,10.1142,8.7267,10.7334,7.8174,11.6575,11.8661,9.3791,11.1798,Cancer
8.8939,7.194,11.1978,13.1818,10.8244,11.8956,11.1365,8.1672,10.4519,5.6938,12.1537,11.144,11.3244,10.2013,7.0551,10.3536,10.2173,6.6004,9.6369,7.2128,10.9076,10.5068,10.243,12.0605,Cancer
6.4192,8.9828,10.0951,12.6584,14.1064,8.4719,10.698,8.9816,10.1905,6.6258,11.3299,14.2114,14.2927,8.8602,6.7044,13.2714,10.2486,8.2662,9.4017,9.0457,12.1892,9.4699,8.8389,10.1837,Cancer
8.9922,7.6594,11.7666,12.0948,7.133,8.4188,10.8052,9.482,9.5611,9.8813,12.2767,12.1249,12.5785,8.1219,11.018,10.5671,9.8366,7.4662,9.2128,8.4207,12.8268,7.3791,9.796,12.5091,Cancer
7.9715,5.4396,11.2975,13.3926,13.6236,9.3103,10.6317,8.9242,10.1295,7.2192,11.9357,12.1299,7.3416,10.434,8.0433,10.5964,10.0723,6.6696,9.1654,8.6618,9.9821,10.8375,9.7384,10.6119,Cancer
7.4571,7.1512,9.6018,12.4452,12.8148,5.3833,8.6818,8.6919,10.8006,7.7521,12.7364,13.6337,8.8201,10.6131,6.6393,11.3981,10.1916,7.5572,10.7967,7.7444,9.852,10.9498,9.424,10.655,Cancer
7.4973,6.651,10.4084,10.8973,11.7281,11.4566,11.782,10.1246,11.7888,10.4265,10.1243,11.7015,13.0132,11.2743,5.8685,11.4379,11.0374,7.6908,11.1941,7.4324,7.1065,11.2845,7.0091,10.2345,Normal
6.7669,9.0034,11.7471,11.7842,7.6369,6.5249,11.6296,9.2934,10.1435,9.7568,11.3857,11.1392,13.1029,9.547,9.678,10.6256,10.3828,8.0604,10.4703,9.1859,12.455,9.4171,9.4522,11.3584,Cancer
10.1806,9.0353,11.7638,12.0921,14.7389,9.1249,10.2126,9.8095,8.9003,3.3881,11.1571,14.4728,14.0089,11.0129,8.0065,10.9777,11.1865,7.7097,10.0895,9.1563,12.3215,9.2922,9.9679,11.4118,Cancer
9.1898,6.558,12.0297,12.8558,5.3849,5.1955,12.8207,8.0862,9.9278,8.3191,12.0791,8.9574,14.3343,9.2381,6.7402,9.5544,9.3665,6.6446,8.9328,8.9298,11.1618,8.6199,10.6486,13.1521,Cancer
7.9844,6.628,10.5703,11.5958,12.3129,11.1945,11.8794,10.4182,11.9462,11.5172,11.0568,12.5059,12.9145,10.805,5.5987,11.3567,10.2371,8.13,11.0515,6.9139,8.0325,11.683,7.539,10.1563,Normal
7.8657,6.8781,10.8357,12.2415,9.6524,9.653,12.1876,9.5536,11.0705,9.8461,11.6447,11.3175,12.5738,10.3406,7.21,10.8528,10.3921,7.3376,10.1477,7.0536,10.0729,9.85,9.085,11.0596,Cancer
8.3203,8.8551,10.7578,12.0028,5.349,3.6422,12.7373,10.0843,10.6344,9.761,12.0081,10.9869,12.9115,8.5314,11.0679,11.1512,11.5658,6.9992,9.7077,8.1119,13.1672,8.8085,8.797,10.904,Cancer
7.0602,2.5577,10.3286,12.448,11.7602,11.8636,10.2903,6.2714,10.4859,5.29,11.9898,13.4372,8.8576,8.2411,9.0253,9.7617,8.685,5.9335,8.2388,8.0145,9.4898,10.0487,11.473,9.4308,Cancer
8.7156,7.8277,10.706,12.6198,12.4174,12.8568,10.7113,9.6056,11.4218,7.5396,12.1229,11.9945,11.8916,10.6485,6.4073,10.8747,9.953,7.7112,11.0439,7.043,10.5061,10.1083,9.152,11.3969,Cancer
5.3601,8.9302,8.8537,11.9064,5.0183,5.0303,10.7867,9.6852,10.3287,10.7354,11.947,12.0511,12.8999,8.3253,8.7072,10.2021,10.5721,7.7869,10.3501,9.5354,12.6357,8.1076,9.0522,12.535,Cancer
9.7458,8.6151,10.8799,14.1542,12.8957,5.9792,10.4261,9.4794,11.3437,8.2657,12.6077,13.1482,15.1454,11.0366,6.6947,10.9636,10.0896,9.1398,8.6429,7.9052,10.9687,12.3665,9.3094,11.7953,Cancer
9.0493,9.3075,8.3494,12.2308,14.8881,10.0665,10.4795,9.272,11.3421,6.2856,12.3655,15.0937,13.7369,11.3462,8.0412,11.1275,11.2639,8.6012,9.8028,8.3794,13.1655,11.8923,8.2876,11.4677,Cancer
9.5101,8.093,11.0989,11.5288,9.9763,7.5474,10.7977,9.5502,10.6947,8.3588,11.6475,12.6734,13.6413,10.6827,6.9931,10.927,10.5987,7.5039,11.2309,8.1675,11.837,10.1937,8.9154,10.546,Cancer
8.2855,7.0406,11.5304,11.5877,5.1254,4.033,11.871,8.6879,10.3895,7.4774,11.6534,10.2703,12.4689,8.7945,11.4685,9.8688,9.7382,7.6691,8.7813,8.9582,11.2306,7.5627,10.9161,10.8806,Cancer
7.9883,6.8928,10.5793,14.1195,13.1351,4.973,10.1197,8.0366,8.8656,5.9499,12.2863,12.2204,8.9992,10.5444,7.3735,10.3303,10.1331,6.8969,9.3045,7.7682,9.5994,9.7798,9.9165,11.5246,Cancer
